Municipality|Ward_Name|Ward_Number|Contest|Candidate|Votes
City of Kenosha|Wards 69|69|GRN Representative in Congress|Chester Todd, Jr.|0
City of Kenosha|Wards 69|69|GRN Representative in Congress|Write-In|0
City of Kenosha|Wards 69|69|GRN State Senator District 22|Write-In|0
City of Kenosha|Wards 69|69|GRN Representative to the Assembly District 64|Write-In|0
City of Kenosha|Wards 69|69|GRN District Attorney|Write-In|0
City of Kenosha|Wards 69|69|GRN County Clerk|Write-In|0
City of Kenosha|Wards 69|69|GRN County Treasurer|Write-In|0
City of Kenosha|Wards 69|69|GRN Register of Deeds|Write-In|0
City of Kenosha|Wards 69|69|State Referendum - Question 1|Yes|0
City of Kenosha|Wards 69|69|State Referendum - Question 1|No|0
City of Kenosha|Wards 69|69|State Referendum - Question 2|Yes|0
City of Kenosha|Wards 69|69|State Referendum - Question 2|No|0
City of Kenosha|Wards 70|70|Party Preference Section|Democratic|5
City of Kenosha|Wards 70|70|Party Preference Section|Republican|2
City of Kenosha|Wards 70|70|Party Preference Section|Constitution|0
City of Kenosha|Wards 70|70|Party Preference Section|Libertarian|0
City of Kenosha|Wards 70|70|Party Preference Section|Wisconsin Green|0
City of Kenosha|Wards 70|70|DEM United States Senator|Tammy Baldwin|6
City of Kenosha|Wards 70|70|DEM United States Senator|Write-In|0
City of Kenosha|Wards 70|70|DEM Representative in Congress|Peter Barca|6
City of Kenosha|Wards 70|70|DEM Representative in Congress|Write-In|0
City of Kenosha|Wards 70|70|DEM State Senator District 22|Robert W. Wirch|6
City of Kenosha|Wards 70|70|DEM State Senator District 22|Write-In|0
City of Kenosha|Wards 70|70|DEM Representative to the Assembly District 64|Tip McGuire|5
City of Kenosha|Wards 70|70|DEM Representative to the Assembly District 64|Write-In|0
City of Kenosha|Wards 70|70|DEM District Attorney|Carli McNeill|6
City of Kenosha|Wards 70|70|DEM District Attorney|Write-In|0
City of Kenosha|Wards 70|70|DEM County Clerk|Regi Waligora|5
City of Kenosha|Wards 70|70|DEM County Clerk|Write-In|0
City of Kenosha|Wards 70|70|DEM County Treasurer|Teri Jacobson|5
City of Kenosha|Wards 70|70|DEM County Treasurer|Write-In|0
City of Kenosha|Wards 70|70|DEM Register of Deeds|Jennifer Mack|5
City of Kenosha|Wards 70|70|DEM Register of Deeds|Write-In|0
City of Kenosha|Wards 70|70|REP United States Senator|Eric Hovde|1
City of Kenosha|Wards 70|70|REP United States Senator|Charles E. Barman|0
City of Kenosha|Wards 70|70|REP United States Senator|Rejani Raveendran|0
City of Kenosha|Wards 70|70|REP United States Senator|Write-In|0
City of Kenosha|Wards 70|70|REP Representative in Congress|Bryan Steil|1
City of Kenosha|Wards 70|70|REP Representative in Congress|Write-In|0
City of Kenosha|Wards 70|70|REP State Senator District 22|Write-In|0
City of Kenosha|Wards 70|70|REP Representative to the Assembly District 64|Ed Hibsch|1
City of Kenosha|Wards 70|70|REP Representative to the Assembly District 64|Write-In|0
City of Kenosha|Wards 70|70|REP District Attorney|Xavier Solis|1
City of Kenosha|Wards 70|70|REP District Attorney|Write-In|0
City of Kenosha|Wards 70|70|REP County Clerk|Write-In|0
City of Kenosha|Wards 70|70|REP County Treasurer|Write-In|0
City of Kenosha|Wards 70|70|REP Register of Deeds|Write-In|0
City of Kenosha|Wards 70|70|CON United States Senator|Write-In|0
City of Kenosha|Wards 70|70|CON Representative in Congress|Write-In|0
City of Kenosha|Wards 70|70|CON State Senator District 22|Write-In|0
City of Kenosha|Wards 70|70|CON Representative to the Assembly District 64|Write-In|0
City of Kenosha|Wards 70|70|CON District Attorney|Write-In|0
City of Kenosha|Wards 70|70|CON County Clerk|Write-In|0
City of Kenosha|Wards 70|70|CON County Treasurer|Write-In|0
City of Kenosha|Wards 70|70|CON Register of Deeds|Write-In|0
City of Kenosha|Wards 70|70|LIB United States Senator|Write-In|0
City of Kenosha|Wards 70|70|LIB Representative in Congress|Write-In|0
City of Kenosha|Wards 70|70|LIB State Senator District 22|Write-In|0
City of Kenosha|Wards 70|70|LIB Representative to the Assembly District 64|Write-In|0
City of Kenosha|Wards 70|70|LIB District Attorney|Write-In|0
City of Kenosha|Wards 70|70|LIB County Clerk|Write-In|0
City of Kenosha|Wards 70|70|LIB County Treasurer|Write-In|0
City of Kenosha|Wards 70|70|LIB Register of Deeds|Write-In|0
City of Kenosha|Wards 70|70|GRN United States Senator|Write-In|0
City of Kenosha|Wards 70|70|GRN Representative in Congress|Chester Todd, Jr.|0
City of Kenosha|Wards 70|70|GRN Representative in Congress|Write-In|0
City of Kenosha|Wards 70|70|GRN State Senator District 22|Write-In|0
City of Kenosha|Wards 70|70|GRN Representative to the Assembly District 64|Write-In|0
City of Kenosha|Wards 70|70|GRN District Attorney|Write-In|0
City of Kenosha|Wards 70|70|GRN County Clerk|Write-In|0
City of Kenosha|Wards 70|70|GRN County Treasurer|Write-In|0
City of Kenosha|Wards 70|70|GRN Register of Deeds|Write-In|0
City of Kenosha|Wards 70|70|State Referendum - Question 1|No|5
City of Kenosha|Wards 70|70|State Referendum - Question 1|Yes|2
City of Kenosha|Wards 70|70|State Referendum - Question 2|No|5
City of Kenosha|Wards 70|70|State Referendum - Question 2|Yes|2
City of Kenosha|Wards 71|71|Party Preference Section|Democratic|0
City of Kenosha|Wards 71|71|Party Preference Section|Republican|0
City of Kenosha|Wards 71|71|Party Preference Section|Constitution|0
City of Kenosha|Wards 71|71|Party Preference Section|Libertarian|0
City of Kenosha|Wards 71|71|Party Preference Section|Wisconsin Green|0
City of Kenosha|Wards 71|71|DEM United States Senator|Tammy Baldwin|0
City of Kenosha|Wards 71|71|DEM United States Senator|Write-In|0
City of Kenosha|Wards 71|71|DEM Representative in Congress|Peter Barca|0
City of Kenosha|Wards 71|71|DEM Representative in Congress|Write-In|0
City of Kenosha|Wards 71|71|DEM Representative to the Assembly District 32|Michael Dhindsa|0
City of Kenosha|Wards 71|71|DEM Representative to the Assembly District 32|Write-In|0
City of Kenosha|Wards 71|71|DEM District Attorney|Carli McNeill|0
City of Kenosha|Wards 71|71|DEM District Attorney|Write-In|0
City of Kenosha|Wards 71|71|DEM County Clerk|Regi Waligora|0
City of Kenosha|Wards 71|71|DEM County Clerk|Write-In|0
City of Kenosha|Wards 71|71|DEM County Treasurer|Teri Jacobson|0
City of Kenosha|Wards 71|71|DEM County Treasurer|Write-In|0
City of Kenosha|Wards 71|71|DEM Register of Deeds|Jennifer Mack|0
City of Kenosha|Wards 71|71|DEM Register of Deeds|Write-In|0
City of Kenosha|Wards 71|71|REP United States Senator|Eric Hovde|0
City of Kenosha|Wards 71|71|REP United States Senator|Charles E. Barman|0
City of Kenosha|Wards 71|71|REP United States Senator|Rejani Raveendran|0
City of Kenosha|Wards 71|71|REP United States Senator|Write-In|0
City of Kenosha|Wards 71|71|REP Representative in Congress|Bryan Steil|0
City of Kenosha|Wards 71|71|REP Representative in Congress|Write-In|0
City of Kenosha|Wards 71|71|REP Representative to the Assembly District 32|Amanda Nedweski|0
City of Kenosha|Wards 71|71|REP Representative to the Assembly District 32|Write-In|0
City of Kenosha|Wards 71|71|REP District Attorney|Xavier Solis|0
City of Kenosha|Wards 71|71|REP District Attorney|Write-In|0
City of Kenosha|Wards 71|71|REP County Clerk|Write-In|0
City of Kenosha|Wards 71|71|REP County Treasurer|Write-In|0
City of Kenosha|Wards 71|71|REP Register of Deeds|Write-In|0
City of Kenosha|Wards 71|71|CON United States Senator|Write-In|0
City of Kenosha|Wards 71|71|CON Representative in Congress|Write-In|0
City of Kenosha|Wards 71|71|CON Representative to the Assembly District 32|Write-In|0
City of Kenosha|Wards 71|71|CON District Attorney|Write-In|0
City of Kenosha|Wards 71|71|CON County Clerk|Write-In|0
City of Kenosha|Wards 71|71|CON County Treasurer|Write-In|0
City of Kenosha|Wards 71|71|CON Register of Deeds|Write-In|0
City of Kenosha|Wards 71|71|LIB United States Senator|Write-In|0
City of Kenosha|Wards 71|71|LIB Representative in Congress|Write-In|0
City of Kenosha|Wards 71|71|LIB Representative to the Assembly District 32|Write-In|0
City of Kenosha|Wards 71|71|LIB District Attorney|Write-In|0
City of Kenosha|Wards 71|71|LIB County Clerk|Write-In|0
City of Kenosha|Wards 71|71|LIB County Treasurer|Write-In|0
City of Kenosha|Wards 71|71|LIB Register of Deeds|Write-In|0
City of Kenosha|Wards 71|71|GRN United States Senator|Write-In|0
City of Kenosha|Wards 71|71|GRN Representative in Congress|Chester Todd, Jr.|0
City of Kenosha|Wards 71|71|GRN Representative in Congress|Write-In|0
City of Kenosha|Wards 71|71|GRN Representative to the Assembly District 32|Write-In|0
City of Kenosha|Wards 71|71|GRN District Attorney|Write-In|0
City of Kenosha|Wards 71|71|GRN County Clerk|Write-In|0
City of Kenosha|Wards 71|71|GRN County Treasurer|Write-In|0
City of Kenosha|Wards 71|71|GRN Register of Deeds|Write-In|0
City of Kenosha|Wards 71|71|State Referendum - Question 1|Yes|0
City of Kenosha|Wards 71|71|State Referendum - Question 1|No|0
City of Kenosha|Wards 71|71|State Referendum - Question 2|Yes|0
City of Kenosha|Wards 71|71|State Referendum - Question 2|No|0
City of Kenosha|Wards 72|72|Party Preference Section|Democratic|0
City of Kenosha|Wards 72|72|Party Preference Section|Republican|0
City of Kenosha|Wards 72|72|Party Preference Section|Constitution|0
City of Kenosha|Wards 72|72|Party Preference Section|Libertarian|0
City of Kenosha|Wards 72|72|Party Preference Section|Wisconsin Green|0
City of Kenosha|Wards 72|72|DEM United States Senator|Tammy Baldwin|0
City of Kenosha|Wards 72|72|DEM United States Senator|Write-In|0
City of Kenosha|Wards 72|72|DEM Representative in Congress|Peter Barca|0
City of Kenosha|Wards 72|72|DEM Representative in Congress|Write-In|0
City of Kenosha|Wards 72|72|DEM State Senator District 22|Robert W. Wirch|0
City of Kenosha|Wards 72|72|DEM State Senator District 22|Write-In|0
City of Kenosha|Wards 72|72|DEM Representative to the Assembly District 64|Tip McGuire|0
City of Kenosha|Wards 72|72|DEM Representative to the Assembly District 64|Write-In|0
City of Kenosha|Wards 72|72|DEM District Attorney|Carli McNeill|0
City of Kenosha|Wards 72|72|DEM District Attorney|Write-In|0
City of Kenosha|Wards 72|72|DEM County Clerk|Regi Waligora|0
City of Kenosha|Wards 72|72|DEM County Clerk|Write-In|0
City of Kenosha|Wards 72|72|DEM County Treasurer|Teri Jacobson|0
City of Kenosha|Wards 72|72|DEM County Treasurer|Write-In|0
City of Kenosha|Wards 72|72|DEM Register of Deeds|Jennifer Mack|0
City of Kenosha|Wards 72|72|DEM Register of Deeds|Write-In|0
City of Kenosha|Wards 72|72|REP United States Senator|Eric Hovde|0
City of Kenosha|Wards 72|72|REP United States Senator|Charles E. Barman|0
City of Kenosha|Wards 72|72|REP United States Senator|Rejani Raveendran|0
City of Kenosha|Wards 72|72|REP United States Senator|Write-In|0
City of Kenosha|Wards 72|72|REP Representative in Congress|Bryan Steil|0
City of Kenosha|Wards 72|72|REP Representative in Congress|Write-In|0
City of Kenosha|Wards 72|72|REP State Senator District 22|Write-In|0
City of Kenosha|Wards 72|72|REP Representative to the Assembly District 64|Ed Hibsch|0
City of Kenosha|Wards 72|72|REP Representative to the Assembly District 64|Write-In|0
City of Kenosha|Wards 72|72|REP District Attorney|Xavier Solis|0
City of Kenosha|Wards 72|72|REP District Attorney|Write-In|0
City of Kenosha|Wards 72|72|REP County Clerk|Write-In|0
City of Kenosha|Wards 72|72|REP County Treasurer|Write-In|0
City of Kenosha|Wards 72|72|REP Register of Deeds|Write-In|0
City of Kenosha|Wards 72|72|CON United States Senator|Write-In|0
City of Kenosha|Wards 72|72|CON Representative in Congress|Write-In|0
City of Kenosha|Wards 72|72|CON State Senator District 22|Write-In|0
City of Kenosha|Wards 72|72|CON Representative to the Assembly District 64|Write-In|0
City of Kenosha|Wards 72|72|CON District Attorney|Write-In|0
City of Kenosha|Wards 72|72|CON County Clerk|Write-In|0
City of Kenosha|Wards 72|72|CON County Treasurer|Write-In|0
City of Kenosha|Wards 72|72|CON Register of Deeds|Write-In|0
City of Kenosha|Wards 72|72|LIB United States Senator|Write-In|0
City of Kenosha|Wards 72|72|LIB Representative in Congress|Write-In|0
City of Kenosha|Wards 72|72|LIB State Senator District 22|Write-In|0
City of Kenosha|Wards 72|72|LIB Representative to the Assembly District 64|Write-In|0
City of Kenosha|Wards 72|72|LIB District Attorney|Write-In|0
City of Kenosha|Wards 72|72|LIB County Clerk|Write-In|0
City of Kenosha|Wards 72|72|LIB County Treasurer|Write-In|0
City of Kenosha|Wards 72|72|LIB Register of Deeds|Write-In|0
City of Kenosha|Wards 72|72|GRN United States Senator|Write-In|0
City of Kenosha|Wards 72|72|GRN Representative in Congress|Chester Todd, Jr.|0
City of Kenosha|Wards 72|72|GRN Representative in Congress|Write-In|0
City of Kenosha|Wards 72|72|GRN State Senator District 22|Write-In|0
City of Kenosha|Wards 72|72|GRN Representative to the Assembly District 64|Write-In|0
City of Kenosha|Wards 72|72|GRN District Attorney|Write-In|0
City of Kenosha|Wards 72|72|GRN County Clerk|Write-In|0
City of Kenosha|Wards 72|72|GRN County Treasurer|Write-In|0
City of Kenosha|Wards 72|72|GRN Register of Deeds|Write-In|0
City of Kenosha|Wards 72|72|State Referendum - Question 1|Yes|0
City of Kenosha|Wards 72|72|State Referendum - Question 1|No|0
City of Kenosha|Wards 72|72|State Referendum - Question 2|Yes|0
City of Kenosha|Wards 72|72|State Referendum - Question 2|No|0
City of Kenosha|Wards 73|73|Party Preference Section|Democratic|0
City of Kenosha|Wards 73|73|Party Preference Section|Republican|0
City of Kenosha|Wards 73|73|Party Preference Section|Constitution|0
City of Kenosha|Wards 73|73|Party Preference Section|Libertarian|0
City of Kenosha|Wards 73|73|Party Preference Section|Wisconsin Green|0
City of Kenosha|Wards 73|73|DEM United States Senator|Tammy Baldwin|0
City of Kenosha|Wards 73|73|DEM United States Senator|Write-In|0
City of Kenosha|Wards 73|73|DEM Representative in Congress|Peter Barca|0
City of Kenosha|Wards 73|73|DEM Representative in Congress|Write-In|0
City of Kenosha|Wards 73|73|DEM State Senator District 22|Robert W. Wirch|0
City of Kenosha|Wards 73|73|DEM State Senator District 22|Write-In|0
City of Kenosha|Wards 73|73|DEM Representative to the Assembly District 64|Tip McGuire|0
City of Kenosha|Wards 73|73|DEM Representative to the Assembly District 64|Write-In|0
City of Kenosha|Wards 73|73|DEM District Attorney|Carli McNeill|0
City of Kenosha|Wards 73|73|DEM District Attorney|Write-In|0
City of Kenosha|Wards 73|73|DEM County Clerk|Regi Waligora|0
City of Kenosha|Wards 73|73|DEM County Clerk|Write-In|0
City of Kenosha|Wards 73|73|DEM County Treasurer|Teri Jacobson|0
City of Kenosha|Wards 73|73|DEM County Treasurer|Write-In|0
City of Kenosha|Wards 73|73|DEM Register of Deeds|Jennifer Mack|0
City of Kenosha|Wards 73|73|DEM Register of Deeds|Write-In|0
City of Kenosha|Wards 73|73|REP United States Senator|Eric Hovde|0
City of Kenosha|Wards 73|73|REP United States Senator|Charles E. Barman|0
City of Kenosha|Wards 73|73|REP United States Senator|Rejani Raveendran|0
City of Kenosha|Wards 73|73|REP United States Senator|Write-In|0
City of Kenosha|Wards 73|73|REP Representative in Congress|Bryan Steil|0
City of Kenosha|Wards 73|73|REP Representative in Congress|Write-In|0
City of Kenosha|Wards 73|73|REP State Senator District 22|Write-In|0
City of Kenosha|Wards 73|73|REP Representative to the Assembly District 64|Ed Hibsch|0
City of Kenosha|Wards 73|73|REP Representative to the Assembly District 64|Write-In|0
City of Kenosha|Wards 73|73|REP District Attorney|Xavier Solis|0
City of Kenosha|Wards 73|73|REP District Attorney|Write-In|0
City of Kenosha|Wards 73|73|REP County Clerk|Write-In|0
City of Kenosha|Wards 73|73|REP County Treasurer|Write-In|0
City of Kenosha|Wards 73|73|REP Register of Deeds|Write-In|0
City of Kenosha|Wards 73|73|CON United States Senator|Write-In|0
City of Kenosha|Wards 73|73|CON Representative in Congress|Write-In|0
City of Kenosha|Wards 73|73|CON State Senator District 22|Write-In|0
City of Kenosha|Wards 73|73|CON Representative to the Assembly District 64|Write-In|0
City of Kenosha|Wards 73|73|CON District Attorney|Write-In|0
City of Kenosha|Wards 73|73|CON County Clerk|Write-In|0
City of Kenosha|Wards 73|73|CON County Treasurer|Write-In|0
City of Kenosha|Wards 73|73|CON Register of Deeds|Write-In|0
City of Kenosha|Wards 73|73|LIB United States Senator|Write-In|0
City of Kenosha|Wards 73|73|LIB Representative in Congress|Write-In|0
City of Kenosha|Wards 73|73|LIB State Senator District 22|Write-In|0
City of Kenosha|Wards 73|73|LIB Representative to the Assembly District 64|Write-In|0
City of Kenosha|Wards 73|73|LIB District Attorney|Write-In|0
City of Kenosha|Wards 73|73|LIB County Clerk|Write-In|0
City of Kenosha|Wards 73|73|LIB County Treasurer|Write-In|0
City of Kenosha|Wards 73|73|LIB Register of Deeds|Write-In|0
City of Kenosha|Wards 73|73|GRN United States Senator|Write-In|0
City of Kenosha|Wards 73|73|GRN Representative in Congress|Chester Todd, Jr.|0
City of Kenosha|Wards 73|73|GRN Representative in Congress|Write-In|0
City of Kenosha|Wards 73|73|GRN State Senator District 22|Write-In|0
City of Kenosha|Wards 73|73|GRN Representative to the Assembly District 64|Write-In|0
City of Kenosha|Wards 73|73|GRN District Attorney|Write-In|0
City of Kenosha|Wards 73|73|GRN County Clerk|Write-In|0
